chr	start	end	name	label	original_species	tissue_positive	P300_vInpt_fbrain	P300_mbrain	H3K27ac_vInptt_fbrain	P300_vInpt_fbrain2	H3K27ac_vInpt_cbellum	H3K27me3_vInpt_cbellum	H3k4me1_vInpt_cbellum	H3k4me3_vInpt_cbellum	H3k27ac_vInpt_cortex	H3k4me1_vInpt_cortex	H3k4me3_vInpt_cortex	H3k04me1_vInpt_wbrain	H3k04me3_vInpt_wbrain	H3k09me3_vInpt_wbrain	H3k27ac_vInpt_wbrain	H3k27me3_vInpt_wbrain	H3k36me3_vInpt_wbrain	Pol2_vInpt_wbrain
chr2	34084956	34086097	element317	0	Human	.	-0.0285951	0	-0.00907377	-0.0110281	-0.0221734	-0.0124868	0.0304385	-0.0446611	0.00218979	-0.00136461	-0.0252591	0.0706197	-0.048113	-0.0205237	0.284585	-0.0046833	-0.0347361	-0.0660672
chr2	34090688	34091809	element1000	0	Human	.	-0.0367148	0.11601	0.0137423	0.0278898	-0.0315681	-0.0068899	-0.00516208	-0.0398299	-0.000204389	-0.0339077	-0.034016	0.0223485	-0.0295577	-0.00483364	0.356887	0.010523	-0.00580554	-0.115023
chr2	34115715	34116889	element1095	0	Human	.	0.0569072	0.0505809	-0.00035379	-0.00976194	-0.0102388	-0.0351107	-0.0317486	-0.0660692	-0.0274081	-0.026072	-0.0406423	0.0203359	-0.0311807	-0.00216775	0.182314	-0.0146706	-0.00903189	-0.109378
chr2	34142028	34143860	element1099	0	Human	.	-0.0483481	0.0648275	0.00534175	0.0341528	-0.0415773	-0.0177559	-0.0507946	-0.050105	-0.0258008	-0.0120741	-0.04641	-0.0275401	-0.0774286	-0.0434372	0.0337226	-0.0672697	-0.0462694	-0.0755072
chr2	34166101	34166623	element316	0	Human	.	-0.0738613	0	-0.0121413	-0.0738613	-0.04641	-0.0369122	-0.04641	-0.04641	-0.04641	-0.04641	-0.04641	-0.0474742	-0.0474742	-0.0474742	-0.0474742	-0.0156654	-0.0446276	0.10386
chr2	34210210	34212067	element983	0	Human	.	-0.0384864	0.0319774	-0.00754725	0.0253827	-0.0518698	-0.0477902	-0.0290163	-0.0767247	-0.0231707	-0.0156302	-0.0504345	0.0469683	-0.0500754	-0.0163871	0.495796	-0.0261213	0.0255752	-0.0267646
chr2	34211975	34214545	element1102	0	Human	branchialarch	-0.024101	0.0924241	-0.00678242	-0.0148759	-0.035576	-0.0160837	-0.0138182	-0.0398289	-0.0304122	-0.0331123	-0.0432736	-0.0277082	-0.0817642	-0.0600439	0.495796	-0.0640311	-0.0397575	-0.00416094
chr2	34218968	34220330	element1030	0	Human	hindbrain(rhombencephalon),midbrain(mesencephalon)	0.0259987	0.0871995	-0.0180436	-0.0263917	-0.0449425	-0.0180478	-0.0130532	-0.0529915	-0.0480825	-0.0258581	-0.0480825	0.00974815	-0.0621464	-0.0390662	-0.0572468	-0.0520773	-0.0399009	-0.00711662
chr2	34310737	34312323	element185	0	Human	.	-0.0564128	0.149766	0.000161734	-0.0318328	-0.0507139	-0.0165509	-0.066535	-0.0590148	-0.0295881	-0.0125452	-0.053077	0.0194513	-0.0538636	-0.0217713	0.0429414	-0.0328643	-0.0271758	0.0546463
chr2	34317627	34318802	element788	0	Human	.	0.0159414	0	-0.0135669	-0.030782	-0.065869	-0.0563323	-0.0095598	-0.0739411	-0.0329222	0.0071725	-0.0340136	-0.0625402	-0.0833347	-0.024475	-0.0525138	-0.0427459	-0.0162262	-0.0355956
chr2	37998078	38000394	element314	0	Human	midbrain(mesencephalon)	1.05548	0.274606	0.10147	0.0925626	-0.0485733	-0.0164775	-0.0158088	-0.0630542	0.370637	0.203834	-0.0535608	0.00580302	-0.0468803	-0.0231245	0.90422	-0.0275026	-0.0232488	-0.0524528
chr2	38390575	38392603	element160	0	Mouse	.	-0.0060756	0.0922363	0.0318971	0.107292	-0.00779981	-0.0573304	0.663243	-0.0752908	0.0789533	0.0275002	-0.142693	0.445438	-0.0957317	-0.0546007	0.00701761	-0.0403723	-0.0270172	-0.0683548
chr2	38450222	38451240	element600	0	Human	.	-0.0233404	0.057457	-0.00461176	-0.0373433	-0.0597349	-0.0241958	-0.0126971	-0.0874375	-0.0478554	0.00515645	-0.0701222	-0.0128403	-0.092206	-0.0298757	-0.0034125	-0.031749	-0.0151055	-0.0726472
chr2	43637507	43638551	element402	0	Human	.	-0.0306898	0.113759	-0.0211256	0.0430241	-0.062591	-0.0115517	-0.0650132	-0.0650132	-0.0422448	0.00823061	-0.0471847	-0.0106012	-0.0620409	-0.00875467	-0.0491117	-0.045509	-0.046754	-0.0207112
chr2	43841799	43842749	element403	0	Human	.	-0.00971301	0.119702	-0.00680797	-0.0484833	-0.0548173	0.00241066	-0.0436244	-0.0473743	-0.0323921	-0.0184961	-0.0302671	0.0015141	-0.050528	-0.00561193	0.00507625	-0.0564925	-0.0261635	-0.0565336
chr2	43844807	43846630	element663	0	Human	.	-0.0239808	0.0428345	-0.00469081	-0.0404967	-0.127536	-0.125368	-0.0134673	-0.149433	0.276061	-0.00073367	-0.0674305	0.0623726	-0.0808153	-0.0765386	0.0278912	-0.0488618	-0.0592433	0.00367178
chr2	44428515	44430215	element404	0	Human	.	-0.0162302	0.0698612	-0.0136052	-0.0440661	-0.0382561	-0.0141041	-0.0428285	-0.03993	-0.00971497	-0.00263867	-0.0629151	-0.0213854	-0.0591785	-0.0249091	-0.057145	-0.0236779	-0.0226702	0.732572
chr2	44879151	44880964	element407	0	Human	dorsalrootganglion,hindbrain(rhombencephalon),midbrain(mesencephalon)	0.313953	0.225182	0.216835	0.175227	-0.0314932	-0.0244036	-0.0304312	-0.048784	1.34047	0.201969	0.309843	0.011959	0.477533	-0.0291035	0.639106	0.0178362	-0.0124469	-0.0617953
chr2	44891778	44892556	element409	0	Human	.	-0.0476696	0.143113	0.0300597	0.000443431	-0.0377171	-0.016921	-0.0381618	-0.0497556	-0.0179231	-0.00370712	-0.0528395	-0.0071268	-0.0404967	-0.0200789	-0.0374866	-0.0125489	-0.00661113	0.505562
chr2	44957739	44959880	element2256	0	Human	.	0.087832	0.112885	0.0355832	-0.0314507	-0.0328743	-0.0114255	-0.0264397	-0.0532366	0.941561	0.213806	0.0190658	-0.00457418	0.0163543	-0.0232166	0.105066	-0.0291412	0.00496822	-0.019601
chr2	45026663	45028475	element1802	0	Human	midbrain(mesencephalon)	-0.0259531	0.0983148	0.0446607	-0.039795	-0.0433239	-0.00683286	-0.0731504	-0.0721047	-0.0466332	-0.0173179	-0.0443813	0.140103	-0.0293814	0.0257682	0.0182468	0.0700337	0.00100033	-0.111532
chr2	45691682	45692777	element617	0	Human	.	0.0430597	0	-0.00498433	-0.0138333	-0.0467068	-0.0284159	-0.0294354	-0.0593067	-0.027593	-0.04641	-0.04641	-0.0399145	-0.064832	-0.050044	-0.0304597	-0.0330154	-0.0356532	0.0222579
chr2	45777420	45778569	element777	0	Human	.	-0.0533731	0	-0.00998829	-0.071922	-0.0421593	-0.0226428	-0.048309	-0.0503108	-0.0320904	-0.0397372	-0.04641	-0.0439205	-0.0520142	-0.00695557	-0.0320422	-0.0457751	-0.0127272	-0.012734
chr2	46182286	46183577	element544	0	Human	.	0.0262686	0	-0.0102318	-0.0449582	-0.0432798	-0.0142339	-0.0412106	-0.0498817	-0.0390882	-0.0382046	-0.0470259	-0.0305179	-0.0659605	-0.0381818	-0.0628451	-0.00801494	-0.0395003	-0.049743
chr2	46525020	46526015	element568	0	Human	hindbrain(rhombencephalon),midbrain(mesencephalon)	-0.0506845	0.166808	0.00983627	-0.00171338	-0.0359875	-0.00984464	-0.0691707	-0.0866062	-0.0557454	-0.0449666	-0.047875	-0.00265604	-0.120041	-0.0353362	-0.0709919	-0.0488767	-0.0692425	-0.0285165
chr2	46530123	46530992	element760	0	Human	.	-0.0336429	0	-0.0242141	-0.0302314	-0.0515677	-0.0281653	-0.0515677	-0.0515677	-0.0535777	-0.0309517	-0.0535777	-0.033787	-0.0391178	-0.032329	-0.0266257	-0.0163732	-0.0125348	-0.0283752
chr2	46657127	46659132	element534	0	Human	.	-0.0374831	0.0592339	-0.014126	-0.0592572	-0.038336	-0.0253776	-0.0405602	-0.0508808	-0.0362574	-0.0255244	-0.04641	-0.0332259	-0.0460446	-0.0350965	-0.0166066	-0.0391495	-0.0358501	0.0287046
chr2	46989342	46990130	element410	0	Human	.	-0.0844572	0.149962	-0.0503793	0.00654701	-0.0345242	-0.00320614	-0.0325587	-0.04641	-0.04641	-0.04641	-0.04641	-0.0631093	-0.0754687	-0.0312423	-0.0504268	-0.0640195	-0.0526891	-0.0531944
chr2	47118852	47119715	element719	0	Human	.	-0.0438989	0	-0.00710594	-0.0353577	-0.0610605	-0.0318676	-0.0313888	-0.0610605	-0.04641	-0.04641	-0.04641	-0.0957643	-0.0853657	-0.0957643	-0.0957643	-0.0759884	-0.0682437	0.0169918
chr2	47157550	47158853	element773	0	Human	.	-0.0483846	0.0455733	-0.0134624	-0.0340799	-0.0528128	-0.0162375	-0.0543942	-0.0543942	-0.0429097	-0.0395019	-0.0482213	-0.0497686	-0.0716216	-0.0561416	-0.0324554	-0.0531507	-0.0527649	-0.00956283
chr2	47189792	47190964	element805	0	Human	.	0.0139479	0.119828	0.000567739	-0.0388831	-0.0528538	-0.0307013	-0.0528538	-0.0433084	-0.0200853	-0.0285086	-0.04641	0.00485885	-0.04641	-0.0295084	0.0109551	-0.0195686	-0.030252	0.000185391
chr2	56106394	56108127	element803	0	Human	.	-0.00124956	0.114789	-0.00429237	-0.0302709	-0.0640381	-0.038129	-0.0508302	-0.0597924	-0.0264244	-0.0209352	-0.0379093	-0.0269694	-0.0581361	-0.0351916	-0.0177511	-0.0360871	-0.0359923	-0.041561
chr2	56109707	56110758	element580	0	Human	other	0.0713557	0	0.0628986	0.0203622	-0.0250464	-0.00747667	-0.0234767	-0.0401931	-0.0170871	0.0505858	-0.04641	-0.0153614	-0.0605348	-0.037482	0.365846	-0.0728641	-0.0536737	-0.088167
chr2	56307699	56309676	element551	0	Human	.	-0.030853	0.0826006	0.00357805	-0.0281589	-0.0176029	-0.0244192	-0.010921	-0.0536282	-0.0198264	-0.0339302	-0.0331503	0.0382414	-0.0855876	-0.0785348	-0.014043	-0.0509791	-0.0700989	-0.0977382
chr2	56371118	56372659	element549	0	Human	.	-0.0306569	0.0770694	-0.0212307	-0.0269207	-0.052227	-0.0353411	-0.0394574	-0.052227	-0.04641	-0.0413133	-0.04641	-0.0346025	-0.0382156	-0.0297335	-0.00728903	-0.0372346	-0.0424707	0.01435
chr2	56444103	56445254	element691	0	Human	.	-0.02857	0.206368	-0.00349411	-0.0148844	-0.050304	-0.0336548	-0.050304	-0.050304	-0.0396164	-0.0250604	-0.0471195	-0.0549975	-0.085177	-0.0283959	-0.0751818	-0.0217185	-0.0559716	0.00464849
chr2	56768502	56769300	element412	0	Human	.	-0.0388979	0.0744135	-0.00475506	-0.0433645	-0.0404677	-0.0196282	-0.0520265	-0.0520265	-0.04641	-0.04641	-0.04641	-0.00845642	-0.0351644	-0.016228	0.00453659	-0.0171068	-0.0269288	-0.0516242
chr2	57369718	57370658	element413	0	Human	midbrain(mesencephalon)	0.00207032	0.0925475	0.0146961	0.0255311	-0.0651112	-0.0239434	-0.00902545	-0.0651112	-0.0301773	-0.0337868	-0.0521026	0.00211057	-0.0524942	-0.0377869	0.0588903	-0.00148245	-0.0368669	-0.0393667
chr2	57469395	57470262	element414	0	Human	.	-0.0550511	0.0715735	0.0394958	-0.0243342	-0.0420193	-0.0327567	0.0393964	1.4373	-0.0355415	-0.00933889	0.109749	0.687651	1.8852	-0.00923704	0.202547	0.0396823	-0.0237109	-0.117243
chr2	57524292	57525243	element662	0	Human	hindbrain(rhombencephalon)	-0.0368227	0.127693	-0.00141021	0.000377645	-0.0465619	-0.0645852	0.426709	-0.0277415	-0.0454728	-0.0281556	-0.0622983	-0.0128291	-0.0405789	-0.028763	0.0738924	-0.0306201	-0.0187421	-0.0533117
chr2	57645688	57646987	element573	0	Human	midbrain(mesencephalon)	0.00103266	0.0457136	-0.0173759	-0.0618228	-0.0485175	-0.0319537	-0.0718365	-0.0787911	-0.0441847	-0.044938	-0.05202	-0.0283549	-0.0501143	-0.00340379	0.00315109	-0.0116131	-0.0208033	-0.0607584
chr2	57672819	57673759	element415	0	Human	limb	-0.0519473	0.123819	-0.00209644	-0.0446546	-0.04641	0.000730904	-0.0167729	-0.04641	-0.00961962	-0.00871229	-0.04641	-0.039328	-0.0954049	-0.0325211	-0.0453385	-0.0257056	-0.0451995	0.0695505
chr2	57731298	57732258	element794	0	Human	.	-0.00192754	0.123712	-0.00700855	-0.0428835	-0.04641	-0.0198532	-0.0145732	-0.04641	-0.0499469	-0.0417656	-0.0499469	-0.0385054	-0.049086	-0.0578263	-0.046685	-0.0183775	-0.047207	-0.0159853
chr2	59435993	59439506	element717	0	Mouse	branchialarch,limb	-0.00839266	0.0845175	0.0271677	-0.0102874	-0.0693912	-0.0584205	0.00505868	-0.119783	-0.0355644	0.015051	-0.0509842	0.019205	-0.0679668	-0.0342577	-0.00355014	-0.024233	-0.0329324	-0.0409907
chr2	59666830	59667418	element282	0	Mouse	heart	0.0413497	0.113614	0.0141324	0.0929111	0.0251306	-0.0122677	0.168127	-0.106271	0.156267	0.370144	0.0187634	0.683827	-0.0208403	-0.0212833	0.507765	0.0121012	-0.0212957	-0.161282
chr2	63507435	63508708	element689	0	Human	.	-0.00755014	0	0.0170051	0.0246991	-0.0451203	-0.0302808	-0.0352965	-0.0467269	-0.0486721	-0.0363328	-0.0486721	-0.0211468	-0.04113	-0.0305198	0.0171896	-0.0536659	-0.0565199	0.00274788
chr2	63715777	63717249	element890	0	Human	.	-0.00387924	0.121023	-0.0124874	-0.0103804	-0.0317571	-0.0186976	-0.0263084	-0.0440853	-0.0397292	-0.0307187	-0.0355553	-0.0298975	-0.0476234	-0.0152824	-0.0229607	-0.0142287	-0.0289686	-0.0473219
chr2	63917312	63918796	element640	0	Human	hindbrain(rhombencephalon)	0.063678	0.200075	0.0562345	0.0751254	-0.039223	-0.0131384	-0.0237836	-0.0498228	-0.0288992	-0.0127544	-0.059474	-0.0375846	-0.110193	-0.0617817	0.12021	-0.084	-0.0760903	-0.0169972
chr2	64010074	64011050	element606	0	Human	.	-0.00504869	0.0608422	-0.0201341	-0.0456392	-0.0375182	-0.0277522	-0.0372435	-0.0524947	-0.0255534	-0.0204497	-0.04641	-0.0380078	-0.077248	-0.0366791	-0.00785111	-0.0947421	-0.0685684	-0.0649631
chr2	64015603	64016431	element420	0	Human	.	-0.0499387	0	-0.0190568	-0.048133	-0.0512276	-0.0179808	-0.0512276	-0.0512276	-0.04641	-0.04641	-0.04641	-0.0375928	-0.0559056	-0.0515394	-0.0559056	-0.0297561	-0.0427723	-0.0106443
chr2	64204279	64205285	element421	0	Human	dorsalrootganglion,neuraltube	0.0176988	0.0590278	-0.0214069	-0.0264601	-0.0399395	-0.00829858	-0.0414736	-0.04641	-0.0470061	-0.0369376	-0.0470061	0.0306619	-0.0479957	-0.0302061	-0.00178892	-0.0121843	-0.0352749	-0.0206569
chr2	69836566	69837905	element1867	0	Human	midbrain(mesencephalon)	-0.0201694	0.133045	-0.00901093	-0.0404218	-0.0349239	-0.0160754	-0.0119293	-0.0394058	-0.0399337	-0.00387114	-0.036082	-0.0456133	-0.0591748	-0.0294338	-0.0427005	-0.0371271	0.0287797	0.0758673
chr2	71365393	71366904	element1423	0	Human	.	0.0387735	0.0597357	0.045045	-0.0327203	-0.0225459	0.00826265	-0.0260658	-0.0551847	-0.00212999	-0.0250082	0.116723	0.0482468	1.00311	-0.0266575	0.795698	1.34058	-0.0306507	-0.051764
chr2	71375213	71376638	element423	0	Human	.	-0.0201001	0.0427134	0.0107151	0.0196363	-0.0118631	0.0150197	-0.0346513	-0.0583153	0.0225131	-0.0287312	0.0199285	-0.0185515	0.0861186	-0.0157546	0.118831	0.924153	-0.0199624	0.0519398
chr2	72977428	72979470	element243	0	Human	limb	-0.0517154	0.0996005	-0.00364549	-0.0228976	-0.0419594	-0.0511773	-0.0221113	-0.0693803	-0.0403201	-0.0173634	-0.0602696	-0.0233393	-0.0852694	-0.041572	-0.0363545	-0.0250597	-0.0238745	-0.00161475
chr2	73017815	73018848	element574	0	Human	.	-0.0580802	0	0.00257463	-0.0580802	-0.0484258	-0.0396391	0.0366839	-0.0540941	0.0798029	0.14504	-0.0514533	-0.0340889	-0.0561801	-0.0312772	-0.0172542	-0.0146363	-0.0259068	-0.0374457
chr2	73117624	73118530	element245	0	Human	.	0.125744	0.0521067	-0.00310461	-0.0325769	-0.0215923	0.036485	-0.0412687	-0.0441516	0.0376052	-0.0207853	-0.0274129	-0.0272474	-0.0371548	-0.0520101	0.0585766	0.836298	-0.0557504	0.0198112
chr2	74327984	74329357	element616	0	Human	.	-0.034303	0.0862834	-0.0144485	-0.0223761	-0.047932	-0.0172868	-0.0437916	-0.0704375	-0.0558621	-0.0659961	-0.0782785	0.42568	-0.0437282	-0.000114974	0.0988393	0.00154991	-0.0242899	-0.0278922
chr2	74488917	74490292	element246	0	Human	hindbrain(rhombencephalon)	-0.0461195	0.0999778	-0.0193614	0.0589779	-0.0298898	-0.0224967	-0.0474511	-0.0641299	-0.04641	-0.0419832	-0.04641	-0.0629432	-0.0744183	-0.0553516	-0.0314484	0.514756	-0.0740561	-0.0599787
chr2	74976277	74976820	element248	0	Human	nose	-0.0485371	0.109359	-0.0256229	0.0143248	-0.0373767	-0.00938044	-0.0279749	-0.058164	-0.03608	0.0019523	-0.0444148	-0.0352179	-0.12319	-0.111392	-0.146386	0.107895	-0.0933237	-0.0922775
chr2	79301634	79302429	element626	0	Human	.	-0.00967919	0.0380947	-0.02688	-0.0579757	-0.00416528	-0.0374158	0.223788	-0.106308	-0.0336075	-0.0337242	-0.04641	-0.0319702	-0.0771359	-0.0331153	-0.0265896	0.0180499	-0.0395538	-0.0172388
chr2	82338186	82339293	element1245	0	Human	.	-0.0531482	0	-0.0283306	-0.0361402	-0.04641	-0.028857	-0.0382619	-0.04641	-0.04641	-0.04641	-0.04641	-0.0457524	-0.05413	-0.0316363	-0.05413	-0.033198	-0.0342783	0.0840821
chr2	93510914	93514552	element2090	0	Human	eye,trigeminalV(ganglion,cranial)	-0.0234125	0.0652912	-0.0127438	-0.0268216	0.00138722	-0.00468431	-0.0436326	-0.082269	-0.0606145	-0.0372034	-0.0855909	0.05035	-0.106402	-0.0471494	-0.0614879	-0.0320264	-0.0381818	-0.0216192
chr2	104733937	104734869	element577	0	Human	.	-0.0354365	0.134438	-0.0364505	-0.0459937	-0.04641	-0.0326444	-0.04641	-0.04641	-0.0557032	-0.0557032	-0.0381903	-0.0478044	-0.0560839	-0.031174	-0.0382937	-0.0262087	-0.0237564	0.0284194
chr2	105173872	105175302	element113	0	Human	dorsalrootganglion	-0.0281408	0.0830523	0.0100875	0.0139522	-0.161297	-0.0730789	-0.0544194	-0.120008	-0.0648282	-0.0278063	-0.120706	0.0351073	-0.118451	-0.0734239	-0.0221089	-0.054137	-0.0929938	-0.0523455
chr2	105287449	105288559	element866	0	Human	.	-0.0437476	0.0534973	0.001488	0.00860212	-0.0130652	-0.0181368	-0.034298	-0.0411997	-0.0588199	-0.0365048	-0.0567667	0.0111146	-0.0482062	0.0150429	-0.00072109	-0.0148956	-0.00615278	-0.0265526
chr2	105529756	105531606	element1082	0	Human	hindbrain(rhombencephalon),neuraltube	0.0189315	0.150221	0.197018	0.105049	0.555648	-0.0999063	-0.00343994	0.048879	0.056436	0.000927584	0.0196128	1.21827	0.00773237	0.0120823	0.629908	0.532975	0.0092235	-0.0457051
chr2	105558914	105560693	element198	0	Human	.	0.280986	0.119833	0.0568775	0.251114	-0.0773023	-0.0562073	0.448352	-0.0542611	-0.0230145	-0.00846759	-0.051254	-0.0238012	-0.0820559	-0.0253731	0.012615	0.00183022	-0.0600239	-0.059644
chr2	105618687	105620196	element234	0	Human	eye,midbrain(mesencephalon)	-0.0692829	0.0787038	-0.0124929	-0.0398567	-0.0408776	-0.0249953	-0.030034	-0.042415	-0.0372033	-0.0294283	-0.04641	-0.0559611	-0.073144	-0.0353924	-0.073144	-0.0180126	-0.0377067	0.0481964
chr2	105753493	105754643	element863	0	Human	midbrain(mesencephalon)	-0.0106024	0.206548	-0.00437754	0.0353867	-0.0286188	-0.0134665	0.0542738	-0.0428484	-0.0375596	-0.0370193	-0.04641	-0.00901112	-0.0407209	-0.0353955	0.0509933	-0.0327417	-0.0437027	0.112665
chr2	113531699	113532801	element910	0	Human	.	-0.0495767	0.0538857	0.00520573	-0.00315466	-0.0432389	-0.0108284	-0.0218152	-0.051738	-0.0406315	-0.023717	-0.0379997	0.0174528	-0.0498759	-0.0257672	-0.029451	0.00321407	-0.0109307	-0.0137038
chr2	113949124	113949618	element182	0	Mouse	heart	-0.0213413	0.201346	-0.0443145	-0.0627396	-0.0394173	-0.0350917	-0.0575577	-0.0231891	-0.0279188	-0.0204788	-0.0507602	-0.04641	-0.04641	-0.0329559	-0.0326764	-0.00884213	0.184217	-0.0697983
chr2	114237185	114238757	element776	0	Human	.	-0.0447285	0.0861271	-0.0123806	-0.0309396	-0.0492611	-0.0186142	-0.0366288	-0.0422535	-0.00476146	-0.00901115	0.631125	-0.0234631	-0.00367697	-0.00619642	0.515738	-0.0308742	-0.0136246	-0.0276628
chr2	114565131	114566031	element354	0	Human	.	0.0498247	0.06598	0.00972118	-0.0384903	-0.0375346	-0.0178665	-0.00319946	-0.082262	-0.00410932	-0.00897834	-0.0283461	-0.0369327	-0.0804458	-0.0383855	0.985845	-0.0504245	-0.0444263	-0.00844459
chr2	115363420	115365044	element355	0	Human	hindbrain(rhombencephalon),neuraltube	0.00550946	0.0833693	0.0230573	-0.0118466	-0.0198932	-0.00730123	-0.0314541	-0.0598221	-0.0445184	-0.030129	-0.0504725	0.0128307	-0.0478773	-0.0078106	0.453655	-0.00377817	-0.0379584	-0.0860528
chr2	115482694	115483984	element828	0	Human	hindbrain(rhombencephalon)	0.0573891	0.151678	0.00143557	0.0341397	-0.0288449	-0.00125702	-0.0234648	-0.0498844	-0.0446262	-0.00443019	-0.0385118	0.0720437	-0.0280771	-0.0131323	0.87014	-0.00332708	-0.0160885	-0.045259
chr2	115484017	115485448	element812	0	Human	.	-0.0206506	0.105403	0.0320489	-0.0558647	-0.0297496	-0.0124999	-0.0304785	-0.0526742	-0.0199598	-0.0234331	-0.0480619	0.134397	-0.0703458	-0.0168586	0.87014	-0.00911471	-0.0269773	-0.0385492
chr2	115495250	115495621	element1871	0	Human	.	0.192325	0	0.0176883	0.034271	-0.0383514	-0.0244633	-0.0596808	-0.0884718	-0.04641	-0.0252402	-0.04641	-0.0214127	-0.0222213	0.0226816	-0.00492342	0.00889019	-9.78e-05	-0.0482903
chr2	115696979	115698218	element489	0	Human	.	-0.0199793	0	-0.03301	-0.0403219	-0.04641	-0.0236539	-0.04641	-0.04641	-0.0472079	-0.0271104	-0.0472079	-0.0576372	-0.0695462	-0.0246804	-0.0695462	-0.0399079	-0.022022	0.0264771
chr2	115722165	115725136	element1129	0	Human	.	-0.0364394	0.0999366	0.00455787	-0.0206418	-0.0304133	-0.0127787	-0.0448203	-0.0526782	0.0335091	0.00831518	-0.0694476	0.57127	-0.0456184	-0.0303462	0.107088	-0.0128523	-0.00885295	-0.0891904
chr2	115745733	115747387	element181	0	Human	midbrain(mesencephalon)	-0.0343139	0	0.00021769	-0.0251809	-0.0439951	-0.00057864	-0.041894	-0.0491198	0.0565973	-0.021859	-0.04641	-0.0357441	-0.0622612	-0.022256	0.101179	-0.0176566	0.0344065	-0.0120332
chr2	115788221	115789276	element255	0	Mouse	.	-0.0225386	0	-0.00581866	0.0343721	-0.0263491	-0.0206433	-0.0449977	-0.0618617	0.0297716	0.0537568	-0.06902	-0.0276203	-0.103078	-0.0354329	-0.0206908	-0.0549733	0.0145405	-0.114118
chr2	115843784	115846211	element1178	0	Human	.	0.0817659	0.132735	0.497143	0.0103313	-0.0365135	-0.0310639	-0.0383408	-0.076334	-0.0324894	0.021405	-0.0981321	0.122071	-0.0380686	-0.0246842	3.27216	0.0248258	0.0109104	-0.0453631
chr2	115870622	115872021	element1097	0	Human	.	-0.0233573	0.134767	0.0029633	-0.0480093	-0.0511235	-0.0340976	-0.0659227	-0.0763202	0.0235193	-0.0126599	-0.0940543	-0.00952862	-0.0600272	-0.0716277	0.359476	-0.0814117	0.0188734	-0.0697551
chr2	116026591	116028483	element572	0	Human	hindbrain(rhombencephalon),neuraltube	-0.016042	0.0941575	-0.00367704	0.0128018	-0.0360255	-0.0298008	-0.0601469	-0.0721857	-0.0150731	-0.0102472	-0.0478789	-0.0476152	-0.0767647	-0.0615744	0.0900663	-0.065413	-0.0547654	-0.0629223
chr2	116038361	116039487	element356	0	Human	.	0.0101966	0.21095	-0.00410227	0.0199998	-0.0420725	-0.0306941	-0.0503905	-0.0503905	-0.048448	-0.0414729	-0.048448	-0.0457635	-0.0539997	-0.0390696	-0.0478845	-0.0107964	-0.0244587	0.0339232
chr2	116633465	116634988	element830	0	Human	midbrain(mesencephalon)	0.0226475	0.662842	-0.00291403	-0.039672	-0.0609194	-0.0268358	-0.0773418	-0.0699073	-0.0667791	-0.0355385	-0.0538797	0.128704	-0.00913361	-0.0115964	0.0625006	0.00114957	-0.00377809	-0.0818264
chr2	124438333	124441500	element1687	0	Human	.	-0.0287875	0.0562507	-0.00582099	-0.00860848	-0.0291182	-0.041682	0.10543	1.87399	-0.00651288	0.00490877	1.08862	-0.0023403	0.214149	-0.0240172	0.531465	-0.0247421	-0.0216278	-0.0703794
chr2	137073444	137074711	element1278	0	Human	limb,nose	-0.0182912	0.0949084	-0.00681404	-0.0447815	0.0081473	-0.00949226	-0.0467252	-0.0550592	-0.0194133	-0.0217517	-0.0547453	-0.0663251	-0.10429	-0.0822813	-0.0639316	-0.0764064	-0.0976173	-0.0457424
chr2	145714047	145714492	element300	0	Mouse	.	0.158473	0.188821	-0.0173289	0.0640307	0.0292605	-0.0514973	-0.0142846	-0.167224	0.378954	0.223512	-0.113929	0.0408677	-0.0523222	-0.00722843	0.209689	-0.0121186	0.0107522	-0.0931503
chr2	146150437	146151668	element688	0	Human	hindbrain(rhombencephalon),neuraltube	0.423003	0.297878	0.268925	0.322522	-0.0150378	-0.0162523	0.0179132	-0.0384806	-0.00157708	-0.0144665	-0.0568218	0.107926	-0.0247237	-0.0382224	2.35059	-0.0400211	-0.0476155	0.0181494
chr2	147006026	147007317	element1205	0	Human	hindbrain(rhombencephalon),midbrain(mesencephalon)	-0.0138481	0.137991	0.00250847	0.104721	0.0562985	-0.00545737	-0.0288644	-0.0203397	0.77702	-0.0459059	-0.0774509	0.119364	-0.0479597	-0.0144468	-0.0122708	0.736015	-0.0324577	-0.0423382
chr2	152224827	152225462	element271	0	Mouse	midbrain(mesencephalon)	0.114309	0.144482	0.562587	0.156226	0.0625726	-0.0802197	-0.00570279	0.371761	0.476113	-0.0103746	2.02611	1.61679	3.32037	-0.0209322	8.9659	0.0366645	-0.0217494	3.63374
chr2	152643108	152643933	element161	0	Mouse	.	0.063034	0.0554232	0.00922933	0.047234	0.792996	-0.0879829	0.757668	-0.0285152	0.584289	0.212769	-0.086484	0.185215	-0.0922346	-0.0327922	0.0487499	-0.00763639	0.0262687	-0.119724
chr2	153386026	153387676	element346	0	Mouse	.	-0.0139114	0.0719782	0.0591469	-0.0319659	0.0043775	-0.00818784	0.194438	0.0342833	-0.00264989	0.0883459	-0.0288814	3.24046	-0.0664272	-0.0409249	0.084154	-0.0468678	-0.0921565	-0.0112728
