accession	in approved list	organism	life stage	age	assay	tissue/cell line	target	status	description	fileFormat	fileSize	URL	md5sum	assembly	lab	date created	biologicalReplicate	technicalReplicate	run type	read length	control details(@Accession;URL;md5Sum)	friendly name
ENCSR293ORS	NA	mm	embryonic	14.5day	ChIP-seq	stomach	H3K9ac	released	H3K9ac ChIP-seq on embryonic 14.5 day mouse stomach	fastq	1062683948	https://www.encodedcc.org/files/ENCFF002AOS/@@download/ENCFF002AOS.fastq.gz	e1a2deeda5f3c6a5d929fa6ccab8da86	NA	bing-ren	2014-03-15	1	1	Single-ended	50nt	@ENCSR497YBQ;https://www.encodedcc.org/files/ENCFF002AQN/@@download/ENCFF002AQN.fastq.gz;4d95bc0ada45063d961f3c3e32a86acf@ENCSR497YBQ;https://www.encodedcc.org/files/ENCFF002AQP/@@download/ENCFF002AQP.fastq.gz;1f804b7f385b9b0fb2c2bcc9db6f9c9a	ENCSR293ORS_mm_embryonic_14.5day_stomach_ChIP-seq_H3K9ac_1_1
ENCSR249AUA	NA	mm	embryonic	14.5day	ChIP-seq	lung	H3K9ac	released	H3K9ac ChIP-seq on embryonic 14.5 day mouse lung	fastq	1571908129	https://www.encodedcc.org/files/ENCFF002AOJ/@@download/ENCFF002AOJ.fastq.gz	4bbc5dba44005c0a1af73cfabe5fe707	NA	bing-ren	2014-03-15	1	1	Single-ended	50nt	@ENCSR280SYC;https://www.encodedcc.org/files/ENCFF002AQI/@@download/ENCFF002AQI.fastq.gz;fcd6ce2a5fd16ec0b82315fca2b6e654@ENCSR280SYC;https://www.encodedcc.org/files/ENCFF002AQJ/@@download/ENCFF002AQJ.fastq.gz;111aaa9b136ffd019ef4abcd26ee7acb	ENCSR249AUA_mm_embryonic_14.5day_lung_ChIP-seq_H3K9ac_1_1
ENCSR249AUA	NA	mm	embryonic	14.5day	ChIP-seq	lung	H3K9ac	released	H3K9ac ChIP-seq on embryonic 14.5 day mouse lung	fastq	1620376368	https://www.encodedcc.org/files/ENCFF002AON/@@download/ENCFF002AON.fastq.gz	768bc91f420f971c1889bec21bef1330	NA	bing-ren	2014-03-15	2	1	Single-ended	50nt	@ENCSR280SYC;https://www.encodedcc.org/files/ENCFF002AQI/@@download/ENCFF002AQI.fastq.gz;fcd6ce2a5fd16ec0b82315fca2b6e654@ENCSR280SYC;https://www.encodedcc.org/files/ENCFF002AQJ/@@download/ENCFF002AQJ.fastq.gz;111aaa9b136ffd019ef4abcd26ee7acb	ENCSR249AUA_mm_embryonic_14.5day_lung_ChIP-seq_H3K9ac_2_1
ENCSR569UCG	NA	mm	embryonic	14.5day	ChIP-seq	kidney	H3K9ac	released	H3K9ac ChIP-seq on embryonic 14.5 day mouse kidney	fastq	1329870972	https://www.encodedcc.org/files/ENCFF002AOD/@@download/ENCFF002AOD.fastq.gz	654b258a5fdcf7be2d051c9572f60baa	NA	bing-ren	2014-03-15	1	1	Single-ended	36nt	@ENCSR091DHJ;https://www.encodedcc.org/files/ENCFF002AQC/@@download/ENCFF002AQC.fastq.gz;851ff2d80733f42c68331369c3d0599c@ENCSR091DHJ;https://www.encodedcc.org/files/ENCFF002AQE/@@download/ENCFF002AQE.fastq.gz;7c69e7186f3faf9848e446c4710a03c8	ENCSR569UCG_mm_embryonic_14.5day_kidney_ChIP-seq_H3K9ac_1_1
ENCSR569UCG	NA	mm	embryonic	14.5day	ChIP-seq	kidney	H3K9ac	released	H3K9ac ChIP-seq on embryonic 14.5 day mouse kidney	fastq	1395644201	https://www.encodedcc.org/files/ENCFF002AOE/@@download/ENCFF002AOE.fastq.gz	badbe98f4dfe5020dd36c238108e7406	NA	bing-ren	2014-03-15	2	1	Single-ended	36nt	@ENCSR091DHJ;https://www.encodedcc.org/files/ENCFF002AQC/@@download/ENCFF002AQC.fastq.gz;851ff2d80733f42c68331369c3d0599c@ENCSR091DHJ;https://www.encodedcc.org/files/ENCFF002AQE/@@download/ENCFF002AQE.fastq.gz;7c69e7186f3faf9848e446c4710a03c8	ENCSR569UCG_mm_embryonic_14.5day_kidney_ChIP-seq_H3K9ac_2_1
ENCSR260OUP	NA	mm	embryonic	14.5day	ChIP-seq	intestine	H3K9ac	released	H3K9ac ChIP-seq on embryonic 14.5 day mouse intestine	fastq	1450878486	https://www.encodedcc.org/files/ENCFF002AOA/@@download/ENCFF002AOA.fastq.gz	6d6e78dfd1170ede9accb516d84f82e4	NA	bing-ren	2014-03-15	1	1	Single-ended	50nt	@ENCSR645QSY;https://www.encodedcc.org/files/ENCFF002APX/@@download/ENCFF002APX.fastq.gz;b12bcd559883a6395fbdc91fd0b6896a@ENCSR645QSY;https://www.encodedcc.org/files/ENCFF002AQA/@@download/ENCFF002AQA.fastq.gz;ccd5f7bbf3022a3c6593764a4ed5dc7d	ENCSR260OUP_mm_embryonic_14.5day_intestine_ChIP-seq_H3K9ac_1_1
ENCSR260OUP	NA	mm	embryonic	14.5day	ChIP-seq	intestine	H3K9ac	released	H3K9ac ChIP-seq on embryonic 14.5 day mouse intestine	fastq	1619798129	https://www.encodedcc.org/files/ENCFF002AOC/@@download/ENCFF002AOC.fastq.gz	002cc485a2d6fec6c733e472c550f334	NA	bing-ren	2014-03-15	2	1	Single-ended	50nt	@ENCSR645QSY;https://www.encodedcc.org/files/ENCFF002APX/@@download/ENCFF002APX.fastq.gz;b12bcd559883a6395fbdc91fd0b6896a@ENCSR645QSY;https://www.encodedcc.org/files/ENCFF002AQA/@@download/ENCFF002AQA.fastq.gz;ccd5f7bbf3022a3c6593764a4ed5dc7d	ENCSR260OUP_mm_embryonic_14.5day_intestine_ChIP-seq_H3K9ac_2_1
ENCSR581FAT	NA	mm	embryonic	14.5day	ChIP-seq	stomach	H3K36me3	released	H3K36me3 ChIP-seq on embryonic 14.5 day mouse stomach	fastq	1224522173	https://www.encodedcc.org/files/ENCFF002AIH/@@download/ENCFF002AIH.fastq.gz	0a5339e6a5b8395ab8e87d2a70062a9c	NA	bing-ren	2014-03-15	1	1	Single-ended	50nt	@ENCSR497YBQ;https://www.encodedcc.org/files/ENCFF002AQN/@@download/ENCFF002AQN.fastq.gz;4d95bc0ada45063d961f3c3e32a86acf@ENCSR497YBQ;https://www.encodedcc.org/files/ENCFF002AQP/@@download/ENCFF002AQP.fastq.gz;1f804b7f385b9b0fb2c2bcc9db6f9c9a	ENCSR581FAT_mm_embryonic_14.5day_stomach_ChIP-seq_H3K36me3_1_1
ENCSR581FAT	NA	mm	embryonic	14.5day	ChIP-seq	stomach	H3K36me3	released	H3K36me3 ChIP-seq on embryonic 14.5 day mouse stomach	fastq	1926510055	https://www.encodedcc.org/files/ENCFF002AIP/@@download/ENCFF002AIP.fastq.gz	8603d72bc2e8709ef74d7971a650064a	NA	bing-ren	2014-03-15	2	1	Single-ended	36nt	@ENCSR497YBQ;https://www.encodedcc.org/files/ENCFF002AQN/@@download/ENCFF002AQN.fastq.gz;4d95bc0ada45063d961f3c3e32a86acf@ENCSR497YBQ;https://www.encodedcc.org/files/ENCFF002AQP/@@download/ENCFF002AQP.fastq.gz;1f804b7f385b9b0fb2c2bcc9db6f9c9a	ENCSR581FAT_mm_embryonic_14.5day_stomach_ChIP-seq_H3K36me3_2_1
ENCSR108TWE	NA	mm	embryonic	14.5day	ChIP-seq	lung	H3K36me3	released	H3K36me3 ChIP-seq on embryonic 14.5 day mouse lung	fastq	1574380662	https://www.encodedcc.org/files/ENCFF002AHY/@@download/ENCFF002AHY.fastq.gz	94c11ebfee3013ec2e1aababe64269c7	NA	bing-ren	2014-03-15	1	1	Single-ended	50nt	@ENCSR280SYC;https://www.encodedcc.org/files/ENCFF002AQI/@@download/ENCFF002AQI.fastq.gz;fcd6ce2a5fd16ec0b82315fca2b6e654@ENCSR280SYC;https://www.encodedcc.org/files/ENCFF002AQJ/@@download/ENCFF002AQJ.fastq.gz;111aaa9b136ffd019ef4abcd26ee7acb	ENCSR108TWE_mm_embryonic_14.5day_lung_ChIP-seq_H3K36me3_1_1
ENCSR108TWE	NA	mm	embryonic	14.5day	ChIP-seq	lung	H3K36me3	released	H3K36me3 ChIP-seq on embryonic 14.5 day mouse lung	fastq	1279795245	https://www.encodedcc.org/files/ENCFF002AIE/@@download/ENCFF002AIE.fastq.gz	168abcf28606959d930fa54ffb0c7480	NA	bing-ren	2014-03-15	2	1	Single-ended	50nt	@ENCSR280SYC;https://www.encodedcc.org/files/ENCFF002AQI/@@download/ENCFF002AQI.fastq.gz;fcd6ce2a5fd16ec0b82315fca2b6e654@ENCSR280SYC;https://www.encodedcc.org/files/ENCFF002AQJ/@@download/ENCFF002AQJ.fastq.gz;111aaa9b136ffd019ef4abcd26ee7acb	ENCSR108TWE_mm_embryonic_14.5day_lung_ChIP-seq_H3K36me3_2_1
ENCSR425FLT	NA	mm	embryonic	14.5day	ChIP-seq	kidney	H3K36me3	released	H3K36me3 ChIP-seq on embryonic 14.5 day mouse kidney	fastq	1176129706	https://www.encodedcc.org/files/ENCFF002AHU/@@download/ENCFF002AHU.fastq.gz	a1ce9847d276d9330be3eb9085526115	NA	bing-ren	2014-03-15	1	1	Single-ended	36nt	@ENCSR091DHJ;https://www.encodedcc.org/files/ENCFF002AQC/@@download/ENCFF002AQC.fastq.gz;851ff2d80733f42c68331369c3d0599c@ENCSR091DHJ;https://www.encodedcc.org/files/ENCFF002AQE/@@download/ENCFF002AQE.fastq.gz;7c69e7186f3faf9848e446c4710a03c8	ENCSR425FLT_mm_embryonic_14.5day_kidney_ChIP-seq_H3K36me3_1_1
ENCSR425FLT	NA	mm	embryonic	14.5day	ChIP-seq	kidney	H3K36me3	released	H3K36me3 ChIP-seq on embryonic 14.5 day mouse kidney	fastq	1337153672	https://www.encodedcc.org/files/ENCFF002AHX/@@download/ENCFF002AHX.fastq.gz	84313aa2b2c292d6e6095a169e56d76a	NA	bing-ren	2014-03-15	2	1	Single-ended	36nt	@ENCSR091DHJ;https://www.encodedcc.org/files/ENCFF002AQC/@@download/ENCFF002AQC.fastq.gz;851ff2d80733f42c68331369c3d0599c@ENCSR091DHJ;https://www.encodedcc.org/files/ENCFF002AQE/@@download/ENCFF002AQE.fastq.gz;7c69e7186f3faf9848e446c4710a03c8	ENCSR425FLT_mm_embryonic_14.5day_kidney_ChIP-seq_H3K36me3_2_1
ENCSR953KTY	NA	mm	embryonic	14.5day	ChIP-seq	intestine	H3K36me3	released	H3K36me3 ChIP-seq on embryonic 14.5 day mouse intestine	fastq	1198529782	https://www.encodedcc.org/files/ENCFF002AHV/@@download/ENCFF002AHV.fastq.gz	6bdeedfae8bdb2c0cfc57c1930664ae7	NA	bing-ren	2014-03-15	1	1	Single-ended	50nt	@ENCSR645QSY;https://www.encodedcc.org/files/ENCFF002APX/@@download/ENCFF002APX.fastq.gz;b12bcd559883a6395fbdc91fd0b6896a@ENCSR645QSY;https://www.encodedcc.org/files/ENCFF002AQA/@@download/ENCFF002AQA.fastq.gz;ccd5f7bbf3022a3c6593764a4ed5dc7d	ENCSR953KTY_mm_embryonic_14.5day_intestine_ChIP-seq_H3K36me3_1_1
ENCSR953KTY	NA	mm	embryonic	14.5day	ChIP-seq	intestine	H3K36me3	released	H3K36me3 ChIP-seq on embryonic 14.5 day mouse intestine	fastq	1369942350	https://www.encodedcc.org/files/ENCFF002AHW/@@download/ENCFF002AHW.fastq.gz	7508766f32ef0e6875702e86993c611a	NA	bing-ren	2014-03-15	2	1	Single-ended	50nt	@ENCSR645QSY;https://www.encodedcc.org/files/ENCFF002APX/@@download/ENCFF002APX.fastq.gz;b12bcd559883a6395fbdc91fd0b6896a@ENCSR645QSY;https://www.encodedcc.org/files/ENCFF002AQA/@@download/ENCFF002AQA.fastq.gz;ccd5f7bbf3022a3c6593764a4ed5dc7d	ENCSR953KTY_mm_embryonic_14.5day_intestine_ChIP-seq_H3K36me3_2_1
ENCSR064DGY	NA	mm	embryonic	14.5day	ChIP-seq	stomach	H3K27me3	released	H3K27me3 ChIP-seq on embryonic 14.5 day mouse stomach	fastq	1194137602	https://www.encodedcc.org/files/ENCFF002AGM/@@download/ENCFF002AGM.fastq.gz	1a252e73a966bab64ba7ee29f67e665c	NA	bing-ren	2014-03-15	1	1	Single-ended	50nt	@ENCSR497YBQ;https://www.encodedcc.org/files/ENCFF002AQN/@@download/ENCFF002AQN.fastq.gz;4d95bc0ada45063d961f3c3e32a86acf@ENCSR497YBQ;https://www.encodedcc.org/files/ENCFF002AQP/@@download/ENCFF002AQP.fastq.gz;1f804b7f385b9b0fb2c2bcc9db6f9c9a	ENCSR064DGY_mm_embryonic_14.5day_stomach_ChIP-seq_H3K27me3_1_1
ENCSR064DGY	NA	mm	embryonic	14.5day	ChIP-seq	stomach	H3K27me3	released	H3K27me3 ChIP-seq on embryonic 14.5 day mouse stomach	fastq	1905396540	https://www.encodedcc.org/files/ENCFF002AGU/@@download/ENCFF002AGU.fastq.gz	5c7cc8fcff08bdc20c0e02da13386c89	NA	bing-ren	2014-03-15	2	1	Single-ended	36nt	@ENCSR497YBQ;https://www.encodedcc.org/files/ENCFF002AQN/@@download/ENCFF002AQN.fastq.gz;4d95bc0ada45063d961f3c3e32a86acf@ENCSR497YBQ;https://www.encodedcc.org/files/ENCFF002AQP/@@download/ENCFF002AQP.fastq.gz;1f804b7f385b9b0fb2c2bcc9db6f9c9a	ENCSR064DGY_mm_embryonic_14.5day_stomach_ChIP-seq_H3K27me3_2_1
ENCSR148IGO	NA	mm	embryonic	14.5day	ChIP-seq	lung	H3K27me3	released	H3K27me3 ChIP-seq on embryonic 14.5 day mouse lung	fastq	1336260635	https://www.encodedcc.org/files/ENCFF002AGO/@@download/ENCFF002AGO.fastq.gz	ee77296d01818d7ee4b265c4d75b6863	NA	bing-ren	2014-03-15	2	1	Single-ended	36nt	@ENCSR280SYC;https://www.encodedcc.org/files/ENCFF002AQI/@@download/ENCFF002AQI.fastq.gz;fcd6ce2a5fd16ec0b82315fca2b6e654@ENCSR280SYC;https://www.encodedcc.org/files/ENCFF002AQJ/@@download/ENCFF002AQJ.fastq.gz;111aaa9b136ffd019ef4abcd26ee7acb	ENCSR148IGO_mm_embryonic_14.5day_lung_ChIP-seq_H3K27me3_2_1
ENCSR148IGO	NA	mm	embryonic	14.5day	ChIP-seq	lung	H3K27me3	released	H3K27me3 ChIP-seq on embryonic 14.5 day mouse lung	fastq	1231408084	https://www.encodedcc.org/files/ENCFF002AGQ/@@download/ENCFF002AGQ.fastq.gz	24cf4e1235c1273ab4b0a1b946861c22	NA	bing-ren	2014-03-15	1	1	Single-ended	36nt	@ENCSR280SYC;https://www.encodedcc.org/files/ENCFF002AQI/@@download/ENCFF002AQI.fastq.gz;fcd6ce2a5fd16ec0b82315fca2b6e654@ENCSR280SYC;https://www.encodedcc.org/files/ENCFF002AQJ/@@download/ENCFF002AQJ.fastq.gz;111aaa9b136ffd019ef4abcd26ee7acb	ENCSR148IGO_mm_embryonic_14.5day_lung_ChIP-seq_H3K27me3_1_1
ENCSR399UVI	NA	mm	embryonic	14.5day	ChIP-seq	kidney	H3K27me3	released	H3K27me3 ChIP-seq on embryonic 14.5 day mouse kidney	fastq	1362607677	https://www.encodedcc.org/files/ENCFF002AGP/@@download/ENCFF002AGP.fastq.gz	d555f1913478f8a331b09c3d3ccfc736	NA	bing-ren	2014-03-15	1	1	Single-ended	36nt	@ENCSR091DHJ;https://www.encodedcc.org/files/ENCFF002AQC/@@download/ENCFF002AQC.fastq.gz;851ff2d80733f42c68331369c3d0599c@ENCSR091DHJ;https://www.encodedcc.org/files/ENCFF002AQE/@@download/ENCFF002AQE.fastq.gz;7c69e7186f3faf9848e446c4710a03c8	ENCSR399UVI_mm_embryonic_14.5day_kidney_ChIP-seq_H3K27me3_1_1
ENCSR399UVI	NA	mm	embryonic	14.5day	ChIP-seq	kidney	H3K27me3	released	H3K27me3 ChIP-seq on embryonic 14.5 day mouse kidney	fastq	1352881716	https://www.encodedcc.org/files/ENCFF002AGR/@@download/ENCFF002AGR.fastq.gz	7f5ca17edbed67f583223005033b0daf	NA	bing-ren	2014-03-15	2	1	Single-ended	36nt	@ENCSR091DHJ;https://www.encodedcc.org/files/ENCFF002AQC/@@download/ENCFF002AQC.fastq.gz;851ff2d80733f42c68331369c3d0599c@ENCSR091DHJ;https://www.encodedcc.org/files/ENCFF002AQE/@@download/ENCFF002AQE.fastq.gz;7c69e7186f3faf9848e446c4710a03c8	ENCSR399UVI_mm_embryonic_14.5day_kidney_ChIP-seq_H3K27me3_2_1
ENCSR014YAY	NA	mm	embryonic	14.5day	ChIP-seq	intestine	H3K27me3	released	H3K27me3 ChIP-seq on embryonic 14.5 day mouse intestine	fastq	1489140998	https://www.encodedcc.org/files/ENCFF002AGD/@@download/ENCFF002AGD.fastq.gz	94d24c7308a9f510a5600a2a7e9e5665	NA	bing-ren	2014-03-15	2	1	Single-ended	50nt	@ENCSR645QSY;https://www.encodedcc.org/files/ENCFF002APX/@@download/ENCFF002APX.fastq.gz;b12bcd559883a6395fbdc91fd0b6896a@ENCSR645QSY;https://www.encodedcc.org/files/ENCFF002AQA/@@download/ENCFF002AQA.fastq.gz;ccd5f7bbf3022a3c6593764a4ed5dc7d	ENCSR014YAY_mm_embryonic_14.5day_intestine_ChIP-seq_H3K27me3_2_1
ENCSR014YAY	NA	mm	embryonic	14.5day	ChIP-seq	intestine	H3K27me3	released	H3K27me3 ChIP-seq on embryonic 14.5 day mouse intestine	fastq	1251449374	https://www.encodedcc.org/files/ENCFF002AGG/@@download/ENCFF002AGG.fastq.gz	8dbfbf763c8d8e2c246c5206179a1f92	NA	bing-ren	2014-03-15	1	1	Single-ended	50nt	@ENCSR645QSY;https://www.encodedcc.org/files/ENCFF002APX/@@download/ENCFF002APX.fastq.gz;b12bcd559883a6395fbdc91fd0b6896a@ENCSR645QSY;https://www.encodedcc.org/files/ENCFF002AQA/@@download/ENCFF002AQA.fastq.gz;ccd5f7bbf3022a3c6593764a4ed5dc7d	ENCSR014YAY_mm_embryonic_14.5day_intestine_ChIP-seq_H3K27me3_1_1
ENCSR329ZEN	NA	mm	embryonic	14.5day	ChIP-seq	embryonic facial prominence	Control	released	Input control ChIP-seq on embryonic 14.5 day mouse embryonic facial prominence	fastq	1305862528	https://www.encodedcc.org/files/ENCFF002APR/@@download/ENCFF002APR.fastq.gz	a06fbd71a0ab962d2e62ba4c4c44bdea	NA	bing-ren	2014-03-15	2	1	Single-ended	50nt	NA	ENCSR329ZEN_mm_embryonic_14.5day_embryonic facial prominence_ChIP-seq_Control_2_1
ENCSR329ZEN	NA	mm	embryonic	14.5day	ChIP-seq	embryonic facial prominence	Control	released	Input control ChIP-seq on embryonic 14.5 day mouse embryonic facial prominence	fastq	1410245705	https://www.encodedcc.org/files/ENCFF002APS/@@download/ENCFF002APS.fastq.gz	8414794f8d274b6deba7d4b2cbb70c5f	NA	bing-ren	2014-03-15	1	1	Single-ended	50nt	NA	ENCSR329ZEN_mm_embryonic_14.5day_embryonic facial prominence_ChIP-seq_Control_1_1
ENCSR254WNU	NA	mm	embryonic	14.5day	ChIP-seq	neural tube	Control	released	Input control ChIP-seq on embryonic 14.5 day mouse neural tube	fastq	1024383678	https://www.encodedcc.org/files/ENCFF002AQL/@@download/ENCFF002AQL.fastq.gz	5127fb68983b5a67daab0e6eb0da371a	NA	bing-ren	2014-03-15	2	1	Single-ended	50nt	NA	ENCSR254WNU_mm_embryonic_14.5day_neural tube_ChIP-seq_Control_2_1
ENCSR254WNU	NA	mm	embryonic	14.5day	ChIP-seq	neural tube	Control	released	Input control ChIP-seq on embryonic 14.5 day mouse neural tube	fastq	1204752585	https://www.encodedcc.org/files/ENCFF002AQO/@@download/ENCFF002AQO.fastq.gz	3da7df56b202a2c4d4584e8db00ffafd	NA	bing-ren	2014-03-15	1	1	Single-ended	36nt	NA	ENCSR254WNU_mm_embryonic_14.5day_neural tube_ChIP-seq_Control_1_1
ENCSR742WLX	NA	mm	embryonic	14.5day	ChIP-seq	liver	Control	released	Input control ChIP-seq on embryonic 14.5 day mouse liver	fastq	961194831	https://www.encodedcc.org/files/ENCFF002AQD/@@download/ENCFF002AQD.fastq.gz	2107d2861d428090b012bd5f97140914	NA	bing-ren	2014-03-15	1	1	Single-ended	50nt	NA	ENCSR742WLX_mm_embryonic_14.5day_liver_ChIP-seq_Control_1_1
ENCSR742WLX	NA	mm	embryonic	14.5day	ChIP-seq	liver	Control	released	Input control ChIP-seq on embryonic 14.5 day mouse liver	fastq	1014391791	https://www.encodedcc.org/files/ENCFF002AQH/@@download/ENCFF002AQH.fastq.gz	c518eaf4b07a8b075a8a2ddc6859adeb	NA	bing-ren	2014-03-15	2	1	Single-ended	50nt	NA	ENCSR742WLX_mm_embryonic_14.5day_liver_ChIP-seq_Control_2_1
ENCSR232EOO	NA	mm	embryonic	14.5day	ChIP-seq	limb	Control	released	Input control ChIP-seq on embryonic 14.5 day mouse limb	fastq	1804863970	https://www.encodedcc.org/files/ENCFF002AQF/@@download/ENCFF002AQF.fastq.gz	30203212145a116ba1f74fbc086c59eb	NA	bing-ren	2014-03-15	2	1	Single-ended	50nt	NA	ENCSR232EOO_mm_embryonic_14.5day_limb_ChIP-seq_Control_2_1
ENCSR232EOO	NA	mm	embryonic	14.5day	ChIP-seq	limb	Control	released	Input control ChIP-seq on embryonic 14.5 day mouse limb	fastq	1891889993	https://www.encodedcc.org/files/ENCFF002AQG/@@download/ENCFF002AQG.fastq.gz	85a575be005fa6ae89c626c5967b347f	NA	bing-ren	2014-03-15	1	1	Single-ended	50nt	NA	ENCSR232EOO_mm_embryonic_14.5day_limb_ChIP-seq_Control_1_1
ENCSR840PFW	NA	mm	embryonic	14.5day	ChIP-seq	heart	Control	released	Input control ChIP-seq on embryonic 14.5 day mouse heart	fastq	1301223463	https://www.encodedcc.org/files/ENCFF002APU/@@download/ENCFF002APU.fastq.gz	7c274db11b78ebcbb183f3e19220a919	NA	bing-ren	2014-03-15	2	1	Single-ended	36nt	NA	ENCSR840PFW_mm_embryonic_14.5day_heart_ChIP-seq_Control_2_1
ENCSR840PFW	NA	mm	embryonic	14.5day	ChIP-seq	heart	Control	released	Input control ChIP-seq on embryonic 14.5 day mouse heart	fastq	1573944785	https://www.encodedcc.org/files/ENCFF002APV/@@download/ENCFF002APV.fastq.gz	c7de1f119f2ab28003a4fc23e851f077	NA	bing-ren	2014-03-15	1	1	Single-ended	36nt	NA	ENCSR840PFW_mm_embryonic_14.5day_heart_ChIP-seq_Control_1_1
ENCSR896PWV	NA	mm	embryonic	14.5day	ChIP-seq	hindbrain	Control	released	Input control ChIP-seq on embryonic 14.5 day mouse hindbrain	fastq	2113199372	https://www.encodedcc.org/files/ENCFF002APW/@@download/ENCFF002APW.fastq.gz	02d8a70f08ebd574b1ded8350b253fcf	NA	bing-ren	2014-03-15	1	1	Single-ended	50nt	NA	ENCSR896PWV_mm_embryonic_14.5day_hindbrain_ChIP-seq_Control_1_1
ENCSR896PWV	NA	mm	embryonic	14.5day	ChIP-seq	hindbrain	Control	released	Input control ChIP-seq on embryonic 14.5 day mouse hindbrain	fastq	2107731784	https://www.encodedcc.org/files/ENCFF002APZ/@@download/ENCFF002APZ.fastq.gz	3fa3a3aa893eb8131804ab7208e1c4f5	NA	bing-ren	2014-03-15	2	1	Single-ended	50nt	NA	ENCSR896PWV_mm_embryonic_14.5day_hindbrain_ChIP-seq_Control_2_1
ENCSR413VHH	NA	mm	embryonic	14.5day	ChIP-seq	midbrain	Control	released	Input control ChIP-seq on embryonic 14.5 day mouse midbrain	fastq	1206011443	https://www.encodedcc.org/files/ENCFF002AQK/@@download/ENCFF002AQK.fastq.gz	6ef21b17b4b8c0cfb528700069390e5a	NA	bing-ren	2014-03-15	1	1	Single-ended	50nt	NA	ENCSR413VHH_mm_embryonic_14.5day_midbrain_ChIP-seq_Control_1_1
ENCSR413VHH	NA	mm	embryonic	14.5day	ChIP-seq	midbrain	Control	released	Input control ChIP-seq on embryonic 14.5 day mouse midbrain	fastq	1264495124	https://www.encodedcc.org/files/ENCFF002AQM/@@download/ENCFF002AQM.fastq.gz	335a964fb269a2b3471deb69966cada1	NA	bing-ren	2014-03-15	2	1	Single-ended	50nt	NA	ENCSR413VHH_mm_embryonic_14.5day_midbrain_ChIP-seq_Control_2_1
ENCSR244YQD	NA	mm	embryonic	14.5day	ChIP-seq	forebrain	Control	released	Input control ChIP-seq on embryonic 14.5 day mouse forebrain	fastq	1162981551	https://www.encodedcc.org/files/ENCFF002APQ/@@download/ENCFF002APQ.fastq.gz	bacf79c8ac126faf859637b330dbc45d	NA	bing-ren	2014-03-15	1	1	Single-ended	50nt	NA	ENCSR244YQD_mm_embryonic_14.5day_forebrain_ChIP-seq_Control_1_1
ENCSR244YQD	NA	mm	embryonic	14.5day	ChIP-seq	forebrain	Control	released	Input control ChIP-seq on embryonic 14.5 day mouse forebrain	fastq	1038459312	https://www.encodedcc.org/files/ENCFF002APT/@@download/ENCFF002APT.fastq.gz	6af38d1747c0679895f64296bef88237	NA	bing-ren	2014-03-15	2	1	Single-ended	50nt	NA	ENCSR244YQD_mm_embryonic_14.5day_forebrain_ChIP-seq_Control_2_1
ENCSR604DCI	NA	mm	embryonic	14.5day	ChIP-seq	embryonic facial prominence	H3K36me3	released	H3K36me3 ChIP-seq on embryonic 14.5 day mouse embryonic facial prominence	fastq	1017761231	https://www.encodedcc.org/files/ENCFF002AHK/@@download/ENCFF002AHK.fastq.gz	0dcc862a30e343eb589614b6f4362caf	NA	bing-ren	2014-03-15	1	1	Single-ended	36nt	@ENCSR329ZEN;https://www.encodedcc.org/files/ENCFF002APR/@@download/ENCFF002APR.fastq.gz;a06fbd71a0ab962d2e62ba4c4c44bdea@ENCSR329ZEN;https://www.encodedcc.org/files/ENCFF002APS/@@download/ENCFF002APS.fastq.gz;8414794f8d274b6deba7d4b2cbb70c5f	ENCSR604DCI_mm_embryonic_14.5day_embryonic facial prominence_ChIP-seq_H3K36me3_1_1
ENCSR604DCI	NA	mm	embryonic	14.5day	ChIP-seq	embryonic facial prominence	H3K36me3	released	H3K36me3 ChIP-seq on embryonic 14.5 day mouse embryonic facial prominence	fastq	1629803689	https://www.encodedcc.org/files/ENCFF002AHR/@@download/ENCFF002AHR.fastq.gz	7abbc31d011080b0392134d85188aa57	NA	bing-ren	2014-03-15	2	1	Single-ended	50nt	@ENCSR329ZEN;https://www.encodedcc.org/files/ENCFF002APR/@@download/ENCFF002APR.fastq.gz;a06fbd71a0ab962d2e62ba4c4c44bdea@ENCSR329ZEN;https://www.encodedcc.org/files/ENCFF002APS/@@download/ENCFF002APS.fastq.gz;8414794f8d274b6deba7d4b2cbb70c5f	ENCSR604DCI_mm_embryonic_14.5day_embryonic facial prominence_ChIP-seq_H3K36me3_2_1
ENCSR776QRL	NA	mm	embryonic	14.5day	ChIP-seq	neural tube	H3K36me3	released	H3K36me3 ChIP-seq on embryonic 14.5 day mouse neural tube	fastq	1327674272	https://www.encodedcc.org/files/ENCFF002AIJ/@@download/ENCFF002AIJ.fastq.gz	09c793279d50ad68ad3206bd67bb0490	NA	bing-ren	2014-03-15	1	1	Single-ended	36nt	@ENCSR254WNU;https://www.encodedcc.org/files/ENCFF002AQL/@@download/ENCFF002AQL.fastq.gz;5127fb68983b5a67daab0e6eb0da371a@ENCSR254WNU;https://www.encodedcc.org/files/ENCFF002AQO/@@download/ENCFF002AQO.fastq.gz;3da7df56b202a2c4d4584e8db00ffafd	ENCSR776QRL_mm_embryonic_14.5day_neural tube_ChIP-seq_H3K36me3_1_1
